,seqname,gene_name,start,end,strand,gene_id
1444580,chr8,RNU6-104P,43303376,43303482,+,ENSG00000238509.1
1444583,chr8,ENSG00000255497,43313948,43314200,+,ENSG00000255497.1
1444586,chr8,ENSG00000254342,43372559,43372677,+,ENSG00000254342.1
1444589,chr8,U3,43378297,43378510,+,ENSG00000201329.2
1444592,chr8,ENSG00000250637,43442902,43452912,+,ENSG00000250637.2
1444599,chr8,ENSG00000254069,43493937,43494762,+,ENSG00000254069.2
1444602,chr8,ENSG00000253319,43511820,43512033,-,ENSG00000253319.1
1444605,chr8,SNX18P27,43513643,43514421,+,ENSG00000253418.1
1444608,chr8,ENSG00000254145,43539137,43539472,+,ENSG00000254145.1
1444611,chr8,CYP4F44P,43539973,43540927,+,ENSG00000253748.2
1444616,chr8,ENSG00000253195,43542076,43544057,+,ENSG00000253195.2
1444620,chr8,ENSG00000253845,43672823,43673075,+,ENSG00000253845.1
1444623,chr8,ENSG00000253198,43674270,43674591,-,ENSG00000253198.1
1444626,chr8,ENSG00000276685,46028804,46028892,-,ENSG00000276685.1
1444629,chr8,HSPA8P13,46549089,46550802,+,ENSG00000253425.2
1444633,chr8,ASNSP1,46579213,46638886,-,ENSG00000248498.4
1444673,chr8,ENSG00000254070,46671839,46671926,+,ENSG00000254070.1
1444676,chr8,ASNSP4,46697630,46698688,+,ENSG00000251470.1
1444681,chr8,ENSG00000228984,46784800,46785928,+,ENSG00000228984.3
1444684,chr8,TRIM60P15,46792065,46793064,+,ENSG00000250857.3
1444688,chr8,ENSG00000286484,46810696,46819098,-,ENSG00000286484.1
1444692,chr8,ENSG00000286554,46814925,46817964,+,ENSG00000286554.1
1444697,chr8,LINC00293,46822174,46907309,+,ENSG00000253314.7
1445840,chr8,MTND2P38,46827228,46827894,-,ENSG00000253828.3
1445843,chr8,MTND1P7,46828117,46828413,-,ENSG00000282321.1
1445846,chr8,RNU6-656P,46831050,46831156,+,ENSG00000252594.1
1445849,chr8,MTCYBP20,46837578,46838706,-,ENSG00000254118.1
1445852,chr8,MTND6P20,46838788,46839205,+,ENSG00000254156.1
1445855,chr8,ENSG00000253803,46870902,46872045,-,ENSG00000253803.1
1445858,chr8,ENSG00000253745,46922561,46930620,+,ENSG00000253745.2
1445862,chr8,ENSG00000253782,46930604,46951850,-,ENSG00000253782.2
1445871,chr8,MAPK6P4,46972476,46974617,-,ENSG00000215179.5
1445874,chr8,RN7SKP32,47068021,47068323,-,ENSG00000222099.1
1445877,chr8,ENSG00000248347,47089572,47198861,-,ENSG00000248347.3
1445889,chr8,ENSG00000285992,47129262,47132628,+,ENSG00000285992.1
1445894,chr8,RNU6-819P,47131781,47131887,-,ENSG00000200986.1
1445897,chr8,RPL10AP2,47157118,47157771,+,ENSG00000188873.4
1445900,chr8,NDUFA5P12,47164870,47165524,+,ENSG00000248531.3
1445904,chr8,ENSG00000254348,47189305,47189560,+,ENSG00000254348.1
1445907,chr8,ENSG00000255366,47190772,47193262,+,ENSG00000255366.1
1445910,chr8,ATP6V1G1P2,47194002,47194347,-,ENSG00000253502.1
1445913,chr8,ENSG00000253817,47198032,47198323,-,ENSG00000253817.1
1445916,chr8,IGLV8OR8-1,47202444,47202897,-,ENSG00000215177.3
1445920,chr8,SPIDR,47260878,47736306,+,ENSG00000164808.17
1446438,chr8,ENSG00000290028,47369674,47369882,+,ENSG00000290028.1
1446441,chr8,ENSG00000253330,47511034,47512141,-,ENSG00000253330.1
1446444,chr8,ENSG00000269924,47527397,47528148,+,ENSG00000269924.1
1446447,chr8,ENSG00000251354,47546804,47547926,-,ENSG00000251354.3
1446451,chr8,ENSG00000254065,47592147,47592609,-,ENSG00000254065.1
1446454,chr8,RNU6-665P,47667771,47667877,+,ENSG00000207369.1
1446457,chr8,CEBPD,47736913,47738164,-,ENSG00000221869.5
1446465,chr8,PRKDC,47773111,47960178,-,ENSG00000253729.9
1447016,chr8,Y_RNA,47805079,47805179,-,ENSG00000207450.1
1447019,chr8,ENSG00000287959,47941426,47943670,+,ENSG00000287959.1
1447023,chr8,MCM4,47960185,47978160,+,ENSG00000104738.19
1447491,chr8,RNU6-519P,47979414,47979521,+,ENSG00000222522.1
1447494,chr8,UBE2V2,48008415,48064708,+,ENSG00000169139.12
1447571,chr8,ENSG00000253843,48193850,48194627,-,ENSG00000253843.1
1447574,chr8,IDI1P2,48294026,48294694,-,ENSG00000253654.2
1447577,chr8,RNU6-295P,48307927,48308030,-,ENSG00000252710.1
1447580,chr8,RNA5SP531,48316669,48316770,+,ENSG00000277418.1
1447583,chr8,ENSG00000289275,48318504,48319688,+,ENSG00000289275.1
1447586,chr8,RPL29P19,48384590,48385049,+,ENSG00000224594.2
1447589,chr8,ENSG00000279881,48428143,48431041,-,ENSG00000279881.1
1447592,chr8,LINC02947,48515852,48518157,-,ENSG00000253140.2
1447601,chr8,ENSG00000253688,48551527,48556441,-,ENSG00000253688.2
1447611,chr8,ENSG00000253608,48551567,48698510,+,ENSG00000253608.2
1447627,chr8,LINC02599,48590401,48594621,+,ENSG00000233858.4
1447631,chr8,LINC02847,48597458,48621018,-,ENSG00000253702.1
1447637,chr8,ENSG00000253455,48620465,48623895,+,ENSG00000253455.1
1447641,chr8,ENSG00000253892,48657260,48658894,-,ENSG00000253892.1
1447645,chr8,CLXN,48710789,48735311,-,ENSG00000034239.11
1447752,chr8,ENSG00000286878,48818293,48824062,+,ENSG00000286878.1
1447756,chr8,ENSG00000233109,48913916,48914380,+,ENSG00000233109.4
1447759,chr8,SNAI2,48917598,48921740,-,ENSG00000019549.13
1447783,chr8,ENSG00000288761,48921503,48922583,+,ENSG00000288761.2
1447786,chr8,ENSG00000287788,48925917,48931288,+,ENSG00000287788.1
1447790,chr8,ENSG00000286701,49046652,49058536,+,ENSG00000286701.1
1447794,chr8,PPDPFL,49054311,49076093,+,ENSG00000168333.14
1447855,chr8,ENSG00000253474,49086301,49229174,+,ENSG00000253474.2
1447918,chr8,RN7SKP294,49330210,49330547,+,ENSG00000199640.1
1447921,chr8,RFPL4AP7,49352630,49352844,-,ENSG00000254268.1
1447924,chr8,ENSG00000253380,49496763,49512180,-,ENSG00000253380.1
1447928,chr8,ENSG00000253206,49536386,49554414,-,ENSG00000253206.1
1447934,chr8,PSAT1P1,49740216,49741321,-,ENSG00000253810.1
1447937,chr8,ENSG00000253484,49817586,49820944,-,ENSG00000253484.1
1447942,chr8,ENSG00000271148,49906863,49907446,-,ENSG00000271148.1
1447945,chr8,ENSG00000289095,49908959,49910233,-,ENSG00000289095.2
1447948,chr8,SNTG1,49909789,50796692,+,ENSG00000147481.17
1448663,chr8,ENSG00000253849,50381015,50382275,+,ENSG00000253849.1
1448667,chr8,ENSG00000254392,50490795,50491465,+,ENSG00000254392.1
1448670,chr8,CYCSP22,50762460,50762798,-,ENSG00000254358.1
1448673,chr8,ENSG00000253340,50859530,50860062,+,ENSG00000253340.1
1448676,chr8,ENSG00000201316,51015021,51015165,+,ENSG00000201316.1
1448679,chr8,ENSG00000253664,51257688,51321118,+,ENSG00000253664.1
1448683,chr8,PXDNL,51319577,51809445,-,ENSG00000147485.13
1448767,chr8,BRIX1P1,51435602,51436509,+,ENSG00000254025.1
1448770,chr8,BTF3P1,51721670,51722164,-,ENSG00000254225.1
1448773,chr8,ENSG00000272076,51810110,51810681,-,ENSG00000272076.1
1448776,chr8,PCMTD1,51817575,51899186,-,ENSG00000168300.14
1448861,chr8,ENSG00000253475,51895957,51896374,-,ENSG00000253475.1
1448865,chr8,PCMTD1-DT,51899268,51949874,+,ENSG00000228801.8
1448884,chr8,ENSG00000272024,51950284,51950690,+,ENSG00000272024.1
1448887,chr8,ENSG00000253844,51961458,52022974,+,ENSG00000253844.2
1448894,chr8,ENSG00000254136,51996210,52008355,-,ENSG00000254136.1
1448898,chr8,ST18,52110838,52460959,-,ENSG00000147488.13
1449419,chr8,ENSG00000254314,52150820,52154892,+,ENSG00000254314.1
1449423,chr8,ENSG00000253551,52194362,52199580,+,ENSG00000253551.1
1449427,chr8,ENSG00000253924,52294455,52301942,+,ENSG00000253924.2
1449436,chr8,RPL34P17,52313154,52313500,-,ENSG00000240534.1
1449439,chr8,ALKAL1,52534037,52565430,-,ENSG00000196711.9
1449468,chr8,RB1CC1,52622458,52745843,-,ENSG00000023287.13
1449662,chr8,ENSG00000288818,52714605,52716275,+,ENSG00000288818.1
1449666,chr8,ENSG00000271555,52722903,52723141,+,ENSG00000271555.1
1449669,chr8,NPBWR1,52939182,52943734,+,ENSG00000288611.1
1449679,chr8,ENSG00000248911,52975111,52976116,-,ENSG00000248911.2
1449682,chr8,ENSG00000250494,53162339,53162987,+,ENSG00000250494.1
1449686,chr8,ENSG00000254687,53177571,53242683,+,ENSG00000254687.1
1449694,chr8,OPRK1,53225724,53251637,-,ENSG00000082556.14
1449758,chr8,ENSG00000260484,53388701,53390872,-,ENSG00000260484.1
1449761,chr8,ENSG00000253369,53393133,53484067,-,ENSG00000253369.4
1449920,chr8,ENSG00000274295,53394215,53394795,+,ENSG00000274295.1
1449923,chr8,LINC02984,53493523,53524336,-,ENSG00000237807.4
1449948,chr8,ENSG00000254204,53515170,53515905,+,ENSG00000254204.1
1449952,chr8,ENSG00000240919,53532908,53533704,+,ENSG00000240919.1
1449956,chr8,MAPK6P1,53537060,53540300,+,ENSG00000206144.5
1449960,chr8,ENSG00000253668,53712697,53712896,+,ENSG00000253668.1
1449963,chr8,ATP6V1H,53715543,53843558,-,ENSG00000047249.18
1450219,chr8,RGS20,53851795,53959303,+,ENSG00000147509.14
1450319,chr8,ENSG00000272457,53876150,53876649,-,ENSG00000272457.1
1450322,chr8,RPS27AP13,53887008,53887244,-,ENSG00000244159.1
1450325,chr8,RNU6-1331P,53914719,53914824,+,ENSG00000200528.1
1450328,chr8,TCEA1,53966552,54022456,-,ENSG00000187735.15
1450528,chr8,ENSG00000253667,53971231,53974210,+,ENSG00000253667.2
1450533,chr8,ENSG00000260955,54042989,54045629,-,ENSG00000260955.2
1450538,chr8,LYPLA1,54046367,54102017,-,ENSG00000120992.18
1450730,chr8,TDGF1P5,54073114,54073566,+,ENSG00000254274.1
1450733,chr8,Metazoa_SRP,54130582,54130860,+,ENSG00000276353.1
1450736,chr8,MRPL15,54135241,54148514,+,ENSG00000137547.9
1450776,chr8,RNU6ATAC32P,54152807,54152882,-,ENSG00000251835.1
1450779,chr8,ENSG00000270980,54191582,54192035,-,ENSG00000270980.1
1450782,chr8,ENSG00000253840,54247633,54247906,+,ENSG00000253840.1
1450785,chr8,RNU105C,54330687,54330895,+,ENSG00000199212.1
1450788,chr8,ENSG00000276605,54354168,54355118,+,ENSG00000276605.1
1450791,chr8,ENSG00000286471,54381698,54394870,+,ENSG00000286471.1
1450796,chr8,RN7SL250P,54420468,54420725,+,ENSG00000244107.3
1450799,chr8,SOX17,54457935,54460892,+,ENSG00000164736.6
1450809,chr8,ENSG00000274310,54467208,54470609,+,ENSG00000274310.1
1450813,chr8,TRMT112P7,54479597,54479963,-,ENSG00000270275.1
1450816,chr8,RP1,54509422,54871720,+,ENSG00000104237.11
1450974,chr8,SEC11B,54522799,54523297,-,ENSG00000226098.4
1450977,chr8,ENSG00000253114,54696398,54697127,+,ENSG00000253114.2
1450980,chr8,ENSG00000286348,55067585,55081909,-,ENSG00000286348.1
1450985,chr8,XKR4,55102028,55542054,+,ENSG00000206579.9
1451013,chr8,ENSG00000253976,55135203,55142358,-,ENSG00000253976.1
1451018,chr8,ENSG00000253857,55161446,55164727,+,ENSG00000253857.2
1451028,chr8,SBF1P1,55449509,55455139,-,ENSG00000248522.1
1451031,chr8,XKR4-AS1,55517240,55520977,-,ENSG00000254357.1
1451035,chr8,TMEM68,55696424,55773407,-,ENSG00000167904.16
1451257,chr8,RNA5SP265,55745232,55745342,+,ENSG00000222955.1
1451260,chr8,TGS1,55773446,55826445,+,ENSG00000137574.11
1451324,chr8,LYN,55879835,56014169,+,ENSG00000254087.8
1451407,chr8,ENSG00000254325,55893595,55895739,+,ENSG00000254325.2
1451411,chr8,SNORA1B,55902723,55902855,-,ENSG00000199405.1
1451414,chr8,RN7SL798P,55980240,55980540,-,ENSG00000240905.3
1451417,chr8,RN7SL323P,56022019,56022313,-,ENSG00000241997.3
1451420,chr8,ENSG00000236814,56050038,56051207,-,ENSG00000236814.1
1451423,chr8,RPS20,56067254,56074510,-,ENSG00000008988.11
1451606,chr8,SNORD54,56073835,56073901,-,ENSG00000238650.1
1451609,chr8,CERNA3,56074592,56075274,+,ENSG00000253603.1
1451613,chr8,NPM1P21,56101199,56102267,-,ENSG00000248578.1
1451617,chr8,MOS,56112942,56113982,-,ENSG00000172680.1
1451624,chr8,ENSG00000221093,56121242,56121352,-,ENSG00000221093.1
1451627,chr8,PLAG1,56160909,56211324,-,ENSG00000181690.8
1451674,chr8,CHCHD7,56211686,56218809,+,ENSG00000170791.18
1451887,chr8,ENSG00000272343,56222688,56223173,+,ENSG00000272343.1
1451890,chr8,ENSG00000254216,56252960,56253372,-,ENSG00000254216.1
1451894,chr8,SDR16C5,56300005,56320776,-,ENSG00000170786.13
1451952,chr8,SDR16C6P,56373064,56395365,-,ENSG00000253542.7
1451966,chr8,PENK,56436674,56446671,-,ENSG00000181195.11
1452038,chr8,PENK-AS1,56445807,56556513,+,ENSG00000254254.7
1452062,chr8,SEPTIN10P1,56476826,56477987,-,ENSG00000253541.1
1452065,chr8,LINC00968,56494309,56559823,-,ENSG00000246430.9
1452103,chr8,ENSG00000253139,56536758,56540497,-,ENSG00000253139.1
1452111,chr8,RPL37P6,56588385,56588787,+,ENSG00000241431.1
1452116,chr8,ENSG00000254055,56638894,56656496,-,ENSG00000254055.2
1452138,chr8,ENSG00000270328,56776283,56776874,+,ENSG00000270328.1
1452141,chr8,RNU6-13P,56917084,56917190,+,ENSG00000206975.1
1452144,chr8,BPNT2,56957931,56993867,-,ENSG00000104331.9
1452182,chr8,RNA5SP266,57126655,57126762,-,ENSG00000222205.1
1452185,chr8,LINC01606,57142659,57244793,+,ENSG00000253301.6
1452317,chr8,ENSG00000251142,57240057,57240541,+,ENSG00000251142.1
1452321,chr8,ENSG00000253614,57261226,57266613,+,ENSG00000253614.1
1452326,chr8,LINC00588,57279543,57286968,+,ENSG00000215117.6
1452332,chr8,RNU6-596P,57289552,57289649,+,ENSG00000202265.1
1452335,chr8,ENSG00000253871,57341021,57365444,+,ENSG00000253871.2
1452524,chr8,RPL30P10,57392546,57392882,+,ENSG00000243050.1
1452527,chr8,ENSG00000287301,57420834,57424490,+,ENSG00000287301.3
1452537,chr8,ENSG00000253821,57492884,57592451,+,ENSG00000253821.2
1452547,chr8,ENSG00000253322,57594166,57805029,-,ENSG00000253322.1
1452552,chr8,LINC03018,57746129,57750199,+,ENSG00000254139.2
1452556,chr8,LINC01602,57855500,57984126,+,ENSG00000205293.5
1452569,chr8,ENSG00000253376,57888975,57934329,-,ENSG00000253376.2
1452581,chr8,FAM110B,57994523,58204279,+,ENSG00000169122.12
1452634,chr8,ENSG00000253523,58031334,58032682,-,ENSG00000253523.1
1452638,chr8,ENSG00000253116,58091442,58106294,-,ENSG00000253116.1
1452644,chr8,RPL26P26,58113189,58113622,-,ENSG00000242595.1
1452647,chr8,ENSG00000288041,58227578,58243984,-,ENSG00000288041.1
1452652,chr8,ENSG00000253281,58255771,58272137,-,ENSG00000253281.7
1452717,chr8,ENSG00000286578,58269979,58272450,+,ENSG00000286578.1
1452721,chr8,UBXN2B,58411359,58451501,+,ENSG00000215114.10
1452804,chr8,ENSG00000250031,58424588,58426685,-,ENSG00000250031.1
1452808,chr8,CYP7A1,58490178,58500163,-,ENSG00000167910.4
1452826,chr8,PPIAP85,58503588,58504068,+,ENSG00000254103.1
1452829,chr8,SDCBP,58552924,58582859,+,ENSG00000137575.12
1453034,chr8,NSMAF,58583508,58659853,-,ENSG00000035681.9
1453361,chr8,ENSG00000242970,58588420,58588764,-,ENSG00000242970.2
1453364,chr8,TOX,58805412,59119147,-,ENSG00000198846.6
1453388,chr8,RNU4-50P,58814412,58814552,-,ENSG00000201231.1
1453391,chr8,ENSG00000254048,58991720,58992938,-,ENSG00000254048.1
1453395,chr8,TOX-DT,59119040,59123478,+,ENSG00000167912.8
1453416,chr8,ENSG00000206853,59137372,59137502,-,ENSG00000206853.1
1453419,chr8,RNA5SP267,59455885,59456010,+,ENSG00000201763.1
1453422,chr8,ENSG00000254150,59557528,59557855,-,ENSG00000254150.1
1453425,chr8,ENSG00000253260,59561324,59604774,-,ENSG00000253260.2
1453434,chr8,ENSG00000253879,59601319,59620227,+,ENSG00000253879.2
1453473,chr8,ENSG00000253413,59760047,59760263,+,ENSG00000253413.1
1453476,chr8,ENSG00000253723,59821124,59821433,+,ENSG00000253723.1
1453479,chr8,ENSG00000278428,59893856,59893942,-,ENSG00000278428.1
1453482,chr8,ENSG00000254775,60046755,60136599,+,ENSG00000254775.2
1453537,chr8,SLC2A13P1,60141821,60142142,+,ENSG00000254954.1
1453540,chr8,CA8,60185412,60281400,-,ENSG00000178538.10
1453583,chr8,LINC01301,60289928,60516815,-,ENSG00000251396.9
1453646,chr8,PDCL3P1,60387262,60387995,+,ENSG00000226301.3
1453649,chr8,RAB2A,60516936,60623644,+,ENSG00000104388.15
1453786,chr8,ENSG00000255321,60551957,60553036,-,ENSG00000255321.1
1453790,chr8,ENSG00000228862,60629662,60653561,-,ENSG00000228862.5
1453807,chr8,ENSG00000255289,60660820,60664530,+,ENSG00000255289.1
1453811,chr8,CHD7,60678740,60868028,+,ENSG00000171316.14
1454103,chr8,ENSG00000254432,60808735,60809606,-,ENSG00000254432.1
1454107,chr8,ENSG00000287975,60876969,60904644,+,ENSG00000287975.1
1454117,chr8,IFITM3P8,60906059,60906452,+,ENSG00000271377.1
1454120,chr8,ENSG00000254777,60910053,60966557,+,ENSG00000254777.5
1454137,chr8,NASPP1,60937705,60939871,-,ENSG00000255397.1
1454140,chr8,ENSG00000254802,60965802,60967775,-,ENSG00000254802.1
1454144,chr8,CLVS1,61057158,61501645,+,ENSG00000177182.11
1454251,chr8,NPM1P6,61202350,61203220,+,ENSG00000213881.3
1454254,chr8,ENSG00000254222,61264624,61292039,-,ENSG00000254222.1
1454259,chr8,ENSG00000253711,61300164,61301069,-,ENSG00000253711.1
1454266,chr8,ASPH,61500556,61714640,-,ENSG00000198363.18
1454858,chr8,KRT8P3,61578220,61579668,+,ENSG00000254285.3
1454861,chr8,RN7SKP97,61631680,61632012,-,ENSG00000222898.1
1454864,chr8,MIR4470,61714788,61714859,+,ENSG00000264408.1
1454867,chr8,ENSG00000251127,61759094,61765969,-,ENSG00000251127.2
1454871,chr8,LINC02842,61785047,61944180,+,ENSG00000254119.5
1454920,chr8,ENSG00000253834,61821481,61825252,-,ENSG00000253834.1
1454924,chr8,LINC02155,61889839,61894206,+,ENSG00000254120.1
1454930,chr8,C1GALT1P3,61909984,61910802,-,ENSG00000253544.1
1454933,chr8,NARS1P2,62110524,62119898,+,ENSG00000253789.1
1454940,chr8,ENSG00000237810,62143311,62144769,-,ENSG00000237810.3
1454943,chr8,ENSG00000285971,62191088,62249879,-,ENSG00000285971.1
1454949,chr8,NKAIN3,62248591,63014000,+,ENSG00000185942.13
1455104,chr8,ENSG00000254050,62473217,62474269,-,ENSG00000254050.1
1455108,chr8,ENSG00000253975,62482198,62483811,-,ENSG00000253975.1
1455111,chr8,ENSG00000287105,62658343,62690133,-,ENSG00000287105.1
1455116,chr8,XRCC6P4,62855068,62857134,-,ENSG00000253517.1
1455119,chr8,SRPK2P,62863082,62864181,-,ENSG00000253431.1
1455122,chr8,ENSG00000240915,63013068,63014681,+,ENSG00000240915.2
1455126,chr8,GGH,63014881,63039407,-,ENSG00000137563.13
1455315,chr8,ENSG00000253121,63024372,63025294,+,ENSG00000253121.1
1455319,chr8,TTPA,63048553,63086053,-,ENSG00000137561.5
1455338,chr8,TARDBPP4,63136223,63138084,-,ENSG00000253555.1
1455342,chr8,YTHDF3-DT,63167725,63168465,-,ENSG00000270673.2
1455345,chr8,YTHDF3,63168553,63212786,+,ENSG00000185728.17
1455541,chr8,ENSG00000261542,63215981,63218034,+,ENSG00000261542.1
1455544,chr8,RN7SL135P,63234634,63234911,-,ENSG00000241964.3
1455547,chr8,ENSG00000253205,63384839,63470205,-,ENSG00000253205.6
1455584,chr8,IFITM8P,63409064,63409457,+,ENSG00000215096.3
1455587,chr8,ENSG00000253894,63465831,63478745,+,ENSG00000253894.2
1455612,chr8,ENSG00000253583,63586000,63589408,+,ENSG00000253583.1
1455617,chr8,RN7SKP135,63609354,63609600,-,ENSG00000252358.1
1455620,chr8,ENSG00000287844,63651457,63693249,+,ENSG00000287844.1
1455624,chr8,LINC01414,63687179,64369176,-,ENSG00000253554.7
1455669,chr8,ENSG00000253762,63703077,63751677,+,ENSG00000253762.2
1455680,chr8,LINC01289,63769428,63813937,+,ENSG00000253734.2
1455695,chr8,COX6CP8,64331927,64332152,+,ENSG00000253231.1
1455698,chr8,MIR124-2HG,64373105,64383919,+,ENSG00000254377.8
1455768,chr8,MIR124-2,64379149,64379257,+,ENSG00000207816.1
1455771,chr8,ENSG00000287615,64456198,64462926,-,ENSG00000287615.1
1455775,chr8,ENSG00000253750,64554236,64554475,-,ENSG00000253750.1
1455778,chr8,ENSG00000253800,64570913,64571332,-,ENSG00000253800.1
1455781,chr8,BHLHE22-AS1,64574306,64581921,-,ENSG00000254102.2
1455797,chr8,BHLHE22,64580365,64583627,+,ENSG00000180828.3
1455805,chr8,CYP7B1,64587763,64798737,-,ENSG00000172817.4
1455829,chr8,ENSG00000254330,64703774,64734459,-,ENSG00000254330.1
1455836,chr8,ENSG00000287998,64798804,64862370,+,ENSG00000287998.1
1455841,chr8,ENSG00000254006,64801236,64817573,-,ENSG00000254006.5
1455852,chr8,ENSG00000253493,64973488,64973848,-,ENSG00000253493.1
1455855,chr8,RPL31P41,65155407,65155778,+,ENSG00000239261.1
1455858,chr8,LINC00251,65161145,65184210,-,ENSG00000280725.2
1455872,chr8,PPIAP86,65377592,65378111,+,ENSG00000213873.4
1455875,chr8,LINC01299,65526738,65562781,-,ENSG00000254081.2
1455882,chr8,ENSG00000272010,65591850,65592472,-,ENSG00000272010.1
1455885,chr8,Y_RNA,65592731,65592820,+,ENSG00000200714.1
1455888,chr8,ARMC1,65602458,65634217,-,ENSG00000104442.10
1455972,chr8,MTFR1,65644734,65771261,+,ENSG00000066855.16
1456114,chr8,ENSG00000272155,65714334,65714778,-,ENSG00000272155.1
1456117,chr8,PDE7A,65714334,65842322,-,ENSG00000205268.11
1456246,chr8,PDE7A-DT,65842138,65843345,+,ENSG00000272192.2
1456249,chr8,DNAJC5B,66021553,66101245,+,ENSG00000147570.10
1456289,chr8,ENSG00000253190,66112667,66126632,+,ENSG00000253190.4
1456323,chr8,TRIM55,66126896,66175485,+,ENSG00000147573.17
1456417,chr8,CRH,66176376,66178464,-,ENSG00000147571.5
1456427,chr8,LINC00967,66192093,66197315,+,ENSG00000253138.5
1456445,chr8,ENSG00000287127,66363774,66432370,-,ENSG00000287127.1
1456449,chr8,RRS1-DT,66419589,66428977,-,ENSG00000246145.1
1456454,chr8,RRS1,66429014,66430733,+,ENSG00000179041.4
1456462,chr8,ENSG00000285655,66430185,66445324,+,ENSG00000285655.1
1456476,chr8,ENSG00000285791,66432486,66518524,+,ENSG00000285791.1
1456545,chr8,ADHFE1,66432492,66468907,+,ENSG00000147576.17
1456859,chr8,ENSG00000253623,66480648,66481486,+,ENSG00000253623.1
1456862,chr8,VXN,66492326,66518524,+,ENSG00000169085.14
1456999,chr8,RNU6-1324P,66501205,66501311,-,ENSG00000206949.1
1457002,chr8,MYBL1,66562175,66614247,-,ENSG00000185697.17
1457116,chr8,VCPIP1,66628487,66667231,-,ENSG00000175073.8
1457128,chr8,Y_RNA,66653469,66653576,+,ENSG00000201365.1
1457131,chr8,C8orf44-SGK3,66667596,66860472,+,ENSG00000288602.1
1457184,chr8,C8orf44,66667615,66685564,+,ENSG00000288596.2
1457207,chr8,SGK3,66712734,66862022,+,ENSG00000104205.16
1457497,chr8,PTTG3P,66767400,66768005,-,ENSG00000213005.3
1457500,chr8,MCMDC2,66870749,66922048,+,ENSG00000178460.18
1457691,chr8,SNHG6,66920561,66926398,-,ENSG00000245910.9
1457725,chr8,SNORD87,66922467,66922555,-,ENSG00000254341.2
1457728,chr8,TCF24,66946501,66962591,-,ENSG00000261787.2
1457745,chr8,PPP1R42,66964099,67056604,-,ENSG00000178125.15
1457858,chr8,ENSG00000253223,66984135,66986187,-,ENSG00000253223.1
1457861,chr8,COPS5,67043079,67083783,-,ENSG00000121022.14
1458023,chr8,CSPP1,67062417,67196778,+,ENSG00000104218.16
1460838,chr8,RNA5SP268,67099302,67099425,+,ENSG00000252637.1
